id_estudiante,año_lectivo,edad,genero,nacionalidad,zona_residencia,nivel,grado,tipo_escuela,veces_repitio_grado,sobre_edad,promedio_actual,promedio_anterior,materias_reprobadas,porcentaje_asistencia,tercil_socioeconomico,nivel_educacion_padres,trabaja_estudiante,estado_actual,desertor,probabilidad_desercion
E003700,2020,14,M,Panameña,Urbana,Premedia,9,Oficial,2,0,2.2,1.99,0,71.5,1,Primaria_Completa,0,Desertor,1,0.7404
E003701,2020,13,F,Panameña,Urbana,Premedia,8,Oficial,0,0,4.37,4.16,3,81.1,2,Primaria_Completa,0,Activo,0,0.0408
E003702,2020,12,M,Panameña,Urbana,Primaria,6,Oficial,0,1,3.74,4.01,0,81.0,1,Secundaria_Incompleta,0,Activo,0,0.024
E003703,2020,10,M,Panameña,Urbana,Primaria,5,Oficial,0,0,4.87,5.0,0,90.3,2,Universidad,0,Activo,0,0.0047
E003704,2020,6,F,Panameña,Rural,Primaria,1,Oficial,0,0,3.56,3.77,0,94.8,3,Universidad,0,Activo,0,0.0029
E003705,2020,8,F,Panameña,Urbana,Primaria,3,Oficial,0,0,4.28,3.73,0,93.0,3,Universidad,0,Activo,0,0.0032
E003706,2020,13,F,Panameña,Rural,Premedia,8,Oficial,0,0,2.81,2.69,0,70.6,1,Primaria_Completa,0,Desertor,1,0.1411
E003707,2020,13,F,Panameña,Urbana,Premedia,8,Oficial,0,0,2.43,2.45,2,68.6,1,Primaria_Completa,0,Desertor,1,0.2142
E003708,2020,7,F,Panameña,Rural,Primaria,2,Particular,0,0,4.54,4.18,0,86.5,3,Universidad,0,Activo,0,0.0068
E003709,2020,10,M,Panameña,Urbana,Primaria,5,Particular,0,0,3.71,3.16,0,96.2,2,Universidad,0,Activo,0,0.0028
E003710,2020,15,F,Panameña,Urbana,Media,10,Oficial,0,0,3.55,3.24,1,61.8,1,Primaria_Incompleta,1,Desertor,1,0.515
E003711,2020,7,F,Panameña,Rural,Primaria,2,Particular,0,0,3.52,3.37,0,89.8,2,Secundaria_Incompleta,0,Activo,0,0.0061
E003712,2020,12,M,Panameña,Urbana,Premedia,7,Oficial,0,0,3.19,3.36,3,79.6,1,Secundaria_Incompleta,0,Desertor,1,0.0661
E003713,2020,19,M,Panameña,Rural,Media,11,Oficial,0,3,3.61,3.45,0,76.7,1,Secundaria_Completa,0,Desertor,1,0.153
E003714,2020,9,F,Panameña,Rural,Primaria,1,Oficial,0,3,2.34,2.65,2,64.5,1,Primaria_Completa,0,Desertor,1,0.2968
E003715,2020,12,M,Panameña,Urbana,Primaria,6,Oficial,0,1,2.81,2.55,2,82.8,1,Secundaria_Incompleta,0,Activo,0,0.0275
E003716,2020,14,M,Panameña,Urbana,Premedia,9,Oficial,0,0,4.27,5.0,0,65.3,1,Secundaria_Completa,1,Desertor,1,0.2115
E003717,2020,16,M,Panameña,Urbana,Media,11,Particular,0,0,4.55,4.45,0,91.2,3,Secundaria_Completa,0,Activo,0,0.0105
E003718,2020,16,F,Panameña,Urbana,Media,11,Particular,0,0,4.92,5.0,2,87.8,3,Universidad,0,Activo,0,0.0181
E003719,2020,12,F,Panameña,Urbana,Primaria,4,Particular,0,3,2.33,2.85,0,69.7,1,Secundaria_Incompleta,0,Desertor,1,0.1563
E003720,2020,8,F,Panameña,Rural,Primaria,2,Oficial,0,1,2.62,2.62,0,82.3,2,Secundaria_Completa,0,Activo,0,0.0215
E003721,2020,12,M,Panameña,Rural,Premedia,7,Oficial,0,0,2.71,2.92,0,82.9,2,Secundaria_Completa,0,Desertor,1,0.0323
E003722,2020,11,M,Panameña,Urbana,Primaria,6,Oficial,0,0,4.69,4.36,0,82.6,3,Secundaria_Completa,0,Desertor,1,0.0105
E003723,2020,13,F,Panameña,Urbana,Premedia,8,Particular,0,0,4.64,4.9,0,86.3,2,Secundaria_Completa,0,Activo,0,0.016
E003724,2020,13,F,Panameña,Urbana,Premedia,7,Particular,0,1,3.43,3.49,0,81.8,1,Secundaria_Incompleta,0,Activo,0,0.0462
E003725,2020,16,F,Panameña,Urbana,Premedia,9,Particular,0,2,2.81,2.77,0,73.3,1,Primaria_Incompleta,0,Desertor,1,0.2245
E003726,2020,11,M,Panameña,Urbana,Primaria,6,Oficial,0,0,3.28,3.05,0,69.7,1,Primaria_Completa,0,Desertor,1,0.0763
E003727,2020,13,M,Panameña,Rural,Primaria,5,Oficial,0,3,3.45,3.1,0,72.6,1,Secundaria_Incompleta,0,Desertor,1,0.0993
E003728,2020,11,M,Panameña,Urbana,Primaria,6,Oficial,0,0,3.37,3.25,0,71.6,2,Secundaria_Incompleta,1,Activo,0,0.0575
E003729,2020,15,M,Panameña,Urbana,Media,10,Oficial,0,0,3.43,4.2,0,73.3,2,Secundaria_Incompleta,0,Activo,0,0.112
E003730,2020,10,M,Panameña,Rural,Primaria,5,Oficial,0,0,3.12,2.97,1,66.4,1,Primaria_Completa,1,Desertor,1,0.1309
E003731,2020,11,F,Panameña,Urbana,Primaria,3,Particular,0,3,2.41,2.3,3,58.5,1,Primaria_Completa,0,Desertor,1,0.4861
E003732,2020,11,F,Panameña,Urbana,Primaria,6,Oficial,0,0,4.49,5.0,0,93.6,2,Secundaria_Completa,0,Activo,0,0.0034
E003733,2020,16,F,Panameña,Rural,Media,11,Particular,0,0,2.93,2.98,3,66.1,1,Secundaria_Incompleta,1,Desertor,1,0.352
E003734,2020,17,M,Panameña,Rural,Media,12,Oficial,0,0,4.39,4.34,0,89.2,3,Universidad,0,Activo,0,0.0137
E003735,2020,15,M,Panameña,Urbana,Media,10,Oficial,0,0,4.01,4.35,0,86.6,2,Secundaria_Completa,0,Desertor,1,0.0227
E003736,2020,14,F,Panameña,Rural,Primaria,6,Oficial,0,3,3.14,3.36,0,70.9,1,Secundaria_Completa,1,Desertor,1,0.1332
E003737,2020,9,F,Panameña,Urbana,Primaria,4,Oficial,2,0,2.1,2.12,2,65.2,1,Secundaria_Incompleta,0,Desertor,1,0.7841
E003738,2020,8,F,Panameña,Urbana,Primaria,3,Particular,0,0,4.19,4.24,0,100.0,2,Secundaria_Completa,0,Activo,0,0.0016
E003739,2020,17,M,Panameña,Urbana,Media,12,Particular,0,0,3.79,3.77,0,75.8,1,Primaria_Completa,0,Activo,0,0.092
E003740,2020,8,M,Panameña,Rural,Primaria,3,Oficial,0,0,3.08,2.68,0,70.2,1,Secundaria_Incompleta,0,Desertor,1,0.0747
E003741,2020,14,F,Panameña,Urbana,Premedia,9,Oficial,0,0,3.23,4.03,0,66.1,1,Primaria_Completa,0,Desertor,1,0.21
E003742,2020,11,M,Panameña,Urbana,Primaria,3,Particular,0,3,3.97,3.41,0,81.4,2,Secundaria_Incompleta,0,Desertor,1,0.0296
E003743,2020,14,F,Panameña,Rural,Premedia,9,Particular,0,0,3.51,3.89,2,69.5,1,Primaria_Completa,1,Desertor,1,0.1817
E003744,2020,12,F,Panameña,Rural,Premedia,7,Oficial,0,0,4.27,4.3,0,84.4,2,Secundaria_Completa,0,Activo,0,0.0212
E003745,2020,12,F,Panameña,Rural,Premedia,7,Particular,0,0,4.34,4.09,0,82.3,2,Universidad,0,Desertor,1,0.0267
E003746,2020,6,F,Panameña,Urbana,Primaria,1,Oficial,2,0,2.76,2.41,2,68.6,1,Secundaria_Incompleta,0,Desertor,1,0.6864
E003747,2020,10,F,Panameña,Rural,Primaria,5,Oficial,0,0,4.24,4.26,0,70.7,1,Secundaria_Incompleta,1,Activo,0,0.0637
E003748,2020,13,F,Panameña,Rural,Premedia,8,Oficial,0,0,2.88,3.07,0,80.0,2,Secundaria_Incompleta,0,Activo,0,0.044
E003749,2020,16,M,Panameña,Urbana,Media,11,Oficial,0,0,3.91,3.62,0,87.7,2,Secundaria_Incompleta,0,Activo,0,0.0204
E003750,2020,16,F,Panameña,Rural,Media,11,Oficial,0,0,3.97,4.27,0,61.7,1,Secundaria_Completa,0,Desertor,1,0.3475
E003751,2020,6,M,Panameña,Urbana,Primaria,1,Oficial,2,0,2.28,2.43,0,61.4,1,Primaria_Completa,0,Desertor,1,0.8216
E003752,2020,17,M,Panameña,Rural,Media,12,Oficial,0,0,3.17,3.55,0,68.7,1,Primaria_Completa,0,Desertor,1,0.2079
E003753,2020,13,M,Panameña,Urbana,Premedia,7,Oficial,0,1,3.47,3.54,0,76.5,1,Secundaria_Incompleta,0,Activo,0,0.0833
E003754,2020,12,M,Panameña,Urbana,Premedia,7,Oficial,0,0,4.36,4.37,0,83.6,2,Universidad,0,Activo,0,0.0229
E003755,2020,11,M,Panameña,Rural,Primaria,6,Oficial,2,0,2.29,1.8,1,70.2,1,Secundaria_Incompleta,0,Desertor,1,0.6375
E003756,2020,11,F,Panameña,Rural,Primaria,5,Oficial,0,1,4.01,3.88,0,84.5,1,Secundaria_Incompleta,0,Activo,0,0.0153
E003757,2020,8,M,Panameña,Urbana,Primaria,3,Particular,0,0,2.89,2.68,2,90.0,2,Secundaria_Incompleta,0,Activo,0,0.0081
E003758,2020,20,F,Panameña,Urbana,Media,12,Particular,0,3,3.32,3.82,0,68.1,1,Secundaria_Incompleta,1,Desertor,1,0.3649
E003759,2020,18,F,Panameña,Urbana,Media,12,Particular,1,1,1.8,2.29,2,68.1,1,Primaria_Completa,0,Desertor,1,0.3889
E003760,2020,12,M,Panameña,Urbana,Premedia,7,Oficial,0,0,2.18,2.08,1,65.4,1,Primaria_Completa,0,Desertor,1,0.2741
E003761,2020,14,M,Panameña,Rural,Premedia,9,Oficial,0,0,3.64,3.24,0,66.7,1,Secundaria_Incompleta,0,Desertor,1,0.1881
E003762,2020,15,M,Panameña,Rural,Premedia,8,Oficial,0,2,2.95,2.61,2,74.0,1,Secundaria_Completa,0,Activo,0,0.1684
E003763,2020,17,F,Panameña,Rural,Media,12,Oficial,2,0,2.84,2.31,3,56.1,1,Secundaria_Completa,1,Desertor,1,0.9698
E003764,2020,15,F,Panameña,Rural,Premedia,9,Oficial,0,1,3.82,3.86,0,63.7,1,Secundaria_Incompleta,1,Desertor,1,0.3024
E003765,2020,15,M,Panameña,Urbana,Media,10,Oficial,0,0,3.93,4.35,0,69.2,1,Secundaria_Incompleta,1,Desertor,1,0.1914
E003766,2020,17,M,Panameña,Urbana,Media,12,Particular,0,0,3.45,2.28,0,67.6,1,Secundaria_Completa,1,Desertor,1,0.2377
E003767,2020,13,M,Panameña,Rural,Premedia,8,Oficial,0,0,3.98,4.16,0,87.7,2,Secundaria_Completa,0,Activo,0,0.015
E003768,2020,8,M,Panameña,Urbana,Primaria,3,Oficial,0,0,4.81,4.7,0,87.8,2,Secundaria_Completa,0,Activo,0,0.0064
E003769,2020,15,M,Panameña,Urbana,Media,10,Oficial,0,0,4.02,4.18,0,79.5,2,Secundaria_Completa,1,Desertor,1,0.056
E003770,2020,16,M,Panameña,Urbana,Media,11,Oficial,0,0,3.78,3.73,0,71.9,1,Secundaria_Completa,1,Activo,0,0.1487
E003771,2020,14,M,Panameña,Urbana,Premedia,9,Oficial,0,0,4.89,5.0,1,81.3,3,Universidad,0,Desertor,1,0.0265
E003772,2020,14,F,Panameña,Urbana,Premedia,9,Particular,0,0,2.77,2.55,3,68.5,1,Primaria_Completa,1,Activo,0,0.2368
E003773,2020,17,F,Panameña,Urbana,Premedia,9,Particular,0,3,2.97,3.05,0,74.9,1,Primaria_Incompleta,0,Desertor,1,0.2251
E003774,2020,13,M,Panameña,Rural,Primaria,6,Oficial,0,2,2.58,2.14,2,83.2,2,Secundaria_Incompleta,0,Activo,0,0.0294
E003775,2020,15,M,Panameña,Rural,Media,10,Oficial,0,0,4.0,3.99,0,63.0,1,Secundaria_Completa,1,Desertor,1,0.3299
E003776,2020,11,M,Panameña,Rural,Primaria,6,Oficial,0,0,3.51,3.28,0,86.3,2,Universidad,0,Activo,0,0.0093
E003777,2020,17,F,Panameña,Urbana,Media,12,Oficial,0,0,3.38,3.32,0,58.2,1,Secundaria_Incompleta,1,Desertor,1,0.4906
E003778,2020,11,M,Panameña,Rural,Primaria,4,Particular,0,2,1.35,1.1,0,70.2,1,Primaria_Incompleta,0,Desertor,1,0.2042
E003779,2020,12,M,Panameña,Rural,Premedia,7,Oficial,0,0,3.72,3.56,0,89.0,2,Secundaria_Completa,0,Activo,0,0.0134
E003780,2020,8,F,Panameña,Urbana,Primaria,3,Oficial,0,0,3.6,3.73,0,83.2,1,Secundaria_Incompleta,0,Activo,0,0.0152
E003781,2020,6,M,Panameña,Urbana,Primaria,1,Oficial,0,0,3.22,2.95,1,77.9,1,Primaria_Completa,0,Activo,0,0.0331
E003782,2020,10,F,Panameña,Urbana,Primaria,5,Oficial,0,0,2.73,2.24,3,83.2,2,Secundaria_Completa,0,Activo,0,0.0205
E003783,2020,15,F,Panameña,Urbana,Media,10,Oficial,0,0,2.57,1.88,0,59.9,1,Secundaria_Incompleta,1,Desertor,1,0.4729
E003784,2020,16,M,Panameña,Urbana,Premedia,9,Oficial,3,2,2.78,2.31,1,65.3,1,Secundaria_Incompleta,0,Desertor,1,0.9184
E003785,2020,17,F,Panameña,Rural,Premedia,9,Oficial,0,3,4.23,3.69,0,72.5,1,Secundaria_Incompleta,0,Desertor,1,0.1679
E003786,2020,15,M,Panameña,Urbana,Media,10,Oficial,0,0,3.76,3.8,0,63.5,1,Universidad,1,Desertor,1,0.3261
E003787,2020,7,F,Panameña,Rural,Primaria,2,Oficial,0,0,3.5,3.53,0,68.6,1,Secundaria_Incompleta,0,Desertor,1,0.0831
E003788,2020,17,M,Panameña,Urbana,Media,12,Oficial,0,0,4.18,4.37,3,60.0,1,Secundaria_Incompleta,1,Activo,0,0.4816
E003789,2020,15,F,Panameña,Rural,Media,10,Oficial,0,0,3.3,2.94,0,85.3,2,Secundaria_Completa,0,Desertor,1,0.0295
E003790,2020,16,M,Panameña,Urbana,Media,11,Oficial,0,0,1.56,1.0,3,61.5,1,Primaria_Completa,1,Desertor,1,0.5407
E003791,2020,13,M,Panameña,Rural,Premedia,7,Oficial,0,1,2.32,2.7,0,54.3,1,Primaria_Completa,1,Desertor,1,0.6289
E003792,2020,6,M,Panameña,Rural,Primaria,1,Particular,0,0,4.57,4.59,0,86.9,3,Universidad,0,Activo,0,0.0064
E003793,2020,16,F,Panameña,Urbana,Media,11,Oficial,0,0,3.49,3.31,0,76.9,3,Universidad,0,Desertor,1,0.0659
E003794,2020,15,F,Panameña,Urbana,Premedia,7,Oficial,2,3,2.91,2.49,0,67.2,1,Secundaria_Incompleta,1,Desertor,1,0.899
E003795,2020,16,M,Panameña,Urbana,Premedia,8,Oficial,0,3,3.05,3.32,0,67.4,1,Secundaria_Completa,0,Desertor,1,0.3115
E003796,2020,9,F,Panameña,Urbana,Primaria,4,Oficial,0,0,2.93,2.9,0,71.9,1,Primaria_Completa,0,Desertor,1,0.0629
E003797,2020,8,F,Panameña,Rural,Primaria,3,Oficial,0,0,3.63,3.46,0,88.3,3,Universidad,0,Activo,0,0.0063
E003798,2020,9,M,Panameña,Urbana,Primaria,4,Oficial,3,0,1.83,1.78,3,65.3,1,Primaria_Completa,0,Desertor,1,0.8331
E003799,2020,14,F,Panameña,Urbana,Premedia,9,Oficial,0,0,3.83,4.05,0,75.3,1,Primaria_Completa,0,Desertor,1,0.0737
E003800,2020,8,M,Panameña,Rural,Primaria,1,Oficial,3,2,1.9,1.68,3,72.2,1,Primaria_Completa,0,Desertor,1,0.7686
E003801,2020,14,M,Panameña,Rural,Premedia,9,Oficial,0,0,4.8,4.84,0,84.1,3,Secundaria_Completa,0,Desertor,1,0.0177
E003802,2020,6,M,Panameña,Urbana,Primaria,1,Oficial,0,0,3.54,3.41,0,78.0,1,Primaria_Completa,0,Activo,0,0.0285
E003803,2020,17,F,Panameña,Urbana,Media,12,Oficial,2,0,2.37,1.6,3,81.8,2,Universidad,0,Desertor,1,0.9395
E003804,2020,10,F,Panameña,Urbana,Primaria,2,Oficial,0,3,2.55,2.38,0,74.0,1,Secundaria_Completa,0,Desertor,1,0.097
E003805,2020,9,F,Panameña,Urbana,Primaria,1,Oficial,0,3,1.99,1.79,3,67.1,1,Secundaria_Incompleta,0,Desertor,1,0.267
E003806,2020,7,M,Panameña,Urbana,Primaria,2,Oficial,0,0,4.97,5.0,0,84.7,2,Secundaria_Completa,0,Activo,0,0.0089
E003807,2020,6,M,Panameña,Urbana,Primaria,1,Oficial,0,0,3.06,3.35,0,69.0,1,Secundaria_Incompleta,0,Desertor,1,0.085
E003808,2020,17,F,Panameña,Rural,Media,12,Oficial,0,0,4.57,4.87,0,79.6,3,Universidad,1,Activo,0,0.0444
E003809,2020,15,M,Panameña,Urbana,Premedia,7,Oficial,0,3,3.64,3.3,3,62.0,1,Secundaria_Incompleta,1,Desertor,1,0.5325
E003810,2020,11,M,Panameña,Urbana,Primaria,6,Particular,0,0,2.98,2.49,3,72.4,1,Secundaria_Incompleta,0,Desertor,1,0.0781
E003811,2020,15,F,Panameña,Urbana,Media,10,Oficial,0,0,4.63,4.52,0,85.8,2,Secundaria_Incompleta,0,Activo,0,0.0226
E003812,2020,12,F,Panameña,Rural,Premedia,7,Oficial,0,0,4.28,3.95,1,79.5,2,Secundaria_Incompleta,0,Activo,0,0.0412
E003813,2020,7,F,Panameña,Urbana,Primaria,2,Oficial,0,0,4.16,4.6,0,90.3,2,Secundaria_Completa,0,Activo,0,0.0053
E003814,2020,6,M,Panameña,Rural,Primaria,1,Oficial,0,0,1.64,2.09,3,70.6,1,Secundaria_Incompleta,0,Desertor,1,0.1146
E003815,2020,8,F,Panameña,Rural,Primaria,3,Oficial,0,0,2.43,2.88,3,68.8,1,Primaria_Incompleta,0,Desertor,1,0.1821
E003816,2020,15,F,Panameña,Rural,Premedia,9,Oficial,0,1,3.8,3.6,0,71.3,2,Universidad,1,Desertor,1,0.1314
E003817,2020,6,M,Panameña,Rural,Primaria,1,Oficial,0,0,3.98,4.44,0,85.4,3,Universidad,0,Desertor,1,0.0084
E003818,2020,11,F,Panameña,Urbana,Primaria,6,Oficial,0,0,3.64,4.22,0,88.1,3,Universidad,0,Activo,0,0.0064
E003819,2020,12,F,Panameña,Urbana,Premedia,7,Particular,0,0,3.56,3.84,0,90.9,3,Universidad,0,Activo,0,0.0095
E003820,2020,14,F,Panameña,Urbana,Premedia,9,Oficial,0,0,4.22,4.09,0,77.0,2,Secundaria_Incompleta,0,Activo,0,0.0505
E003821,2020,9,M,Panameña,Rural,Primaria,2,Particular,1,2,2.66,2.44,0,67.9,1,Secundaria_Completa,1,Desertor,1,0.1848
E003822,2020,13,F,Panameña,Urbana,Premedia,8,Oficial,0,0,4.59,4.86,0,85.0,2,Secundaria_Incompleta,0,Desertor,1,0.0188
E003823,2020,11,F,Panameña,Urbana,Primaria,6,Oficial,0,0,2.59,2.28,0,75.8,1,Primaria_Incompleta,0,Activo,0,0.0647
E003824,2020,12,M,Panameña,Rural,Premedia,7,Oficial,0,0,3.8,3.67,0,82.1,2,Secundaria_Completa,0,Activo,0,0.0298
E003825,2020,8,M,Panameña,Urbana,Primaria,2,Oficial,1,1,2.3,2.49,0,65.6,1,Primaria_Completa,0,Desertor,1,0.1899
E003826,2020,13,M,Panameña,Rural,Premedia,8,Oficial,0,0,2.73,2.91,0,68.4,1,Secundaria_Completa,0,Desertor,1,0.1793
E003827,2020,9,M,Panameña,Urbana,Primaria,4,Particular,1,0,1.97,1.73,3,61.8,1,Primaria_Completa,0,Desertor,1,0.2988
E003828,2020,15,F,Panameña,Urbana,Premedia,8,Oficial,0,2,2.12,3.0,2,78.2,1,Secundaria_Completa,0,Activo,0,0.1228
E003829,2020,15,M,Panameña,Rural,Media,10,Particular,0,0,2.58,2.31,0,60.4,1,Secundaria_Incompleta,1,Desertor,1,0.4582
E003830,2020,13,F,Panameña,Urbana,Premedia,8,Oficial,0,0,5.0,5.0,0,86.5,3,Universidad,0,Activo,0,0.0128
E003831,2020,17,F,Panameña,Urbana,Media,12,Oficial,0,0,3.38,3.69,0,96.1,2,Secundaria_Completa,0,Activo,0,0.0082
E003832,2020,10,M,Panameña,Rural,Primaria,4,Oficial,0,1,2.67,2.79,0,67.1,1,Secundaria_Incompleta,0,Activo,0,0.1336
E003833,2020,14,F,Panameña,Urbana,Premedia,8,Oficial,0,1,4.32,4.69,0,58.8,1,Secundaria_Incompleta,1,Activo,0,0.4192
E003834,2020,13,M,Panameña,Urbana,Premedia,8,Oficial,2,0,2.46,2.44,2,63.1,1,Primaria_Completa,0,Desertor,1,0.9018
E003835,2020,12,F,Panameña,Urbana,Premedia,7,Oficial,0,0,2.89,3.27,0,75.7,1,Primaria_Completa,0,Desertor,1,0.0812
E003836,2020,18,M,Panameña,Urbana,Media,12,Particular,0,1,1.62,1.59,2,68.9,1,Secundaria_Incompleta,0,Desertor,1,0.3342
E003837,2020,11,M,Panameña,Urbana,Primaria,6,Oficial,0,0,3.91,4.16,0,76.9,1,Secundaria_Incompleta,0,Activo,0,0.0305
E003838,2020,7,F,Panameña,Rural,Primaria,2,Oficial,0,0,2.68,2.55,0,66.7,1,Secundaria_Incompleta,1,Desertor,1,0.1244
E003839,2020,6,F,Panameña,Rural,Primaria,1,Oficial,2,0,2.53,2.27,2,82.4,1,Secundaria_Incompleta,0,Desertor,1,0.3016
E003840,2020,12,F,Panameña,Urbana,Premedia,7,Particular,1,0,1.43,1.23,2,66.9,1,Primaria_Completa,0,Desertor,1,0.3202
E003841,2020,15,M,Panameña,Urbana,Media,10,Oficial,0,0,2.75,3.52,3,63.6,1,Secundaria_Completa,1,Desertor,1,0.4313
E003842,2020,17,F,Panameña,Rural,Premedia,9,Oficial,0,3,3.1,3.42,0,48.8,1,Primaria_Completa,1,Desertor,1,0.8186
E003843,2020,10,M,Panameña,Urbana,Primaria,5,Oficial,0,0,2.91,2.91,0,82.7,2,Secundaria_Incompleta,0,Activo,0,0.0157
E003844,2020,6,M,Panameña,Rural,Primaria,1,Oficial,2,0,2.45,2.5,0,70.1,1,Primaria_Completa,0,Desertor,1,0.6113
E003845,2020,7,F,Panameña,Rural,Primaria,2,Oficial,0,0,2.94,2.93,0,89.0,2,Secundaria_Completa,0,Activo,0,0.0075
E003846,2020,14,M,Panameña,Urbana,Primaria,6,Oficial,0,3,3.79,4.73,0,59.2,1,Secundaria_Incompleta,1,Desertor,1,0.3603
E003847,2020,12,M,Panameña,Urbana,Premedia,7,Oficial,0,0,4.67,4.61,0,84.9,2,Secundaria_Incompleta,0,Activo,0,0.0187
E003848,2020,12,M,Panameña,Rural,Premedia,7,Oficial,0,0,2.23,2.02,0,73.9,1,Secundaria_Completa,0,Activo,0,0.1086
E003849,2020,12,F,Panameña,Rural,Primaria,5,Oficial,0,2,3.92,4.2,0,67.6,1,Secundaria_Incompleta,0,Activo,0,0.1293
E003850,2020,14,F,Panameña,Urbana,Premedia,8,Oficial,0,1,4.98,5.0,3,60.6,1,Primaria_Completa,1,Desertor,1,0.4143
E003851,2020,14,M,Panameña,Urbana,Premedia,9,Oficial,0,0,4.94,4.66,0,87.1,3,Universidad,0,Activo,0,0.0121
E003852,2020,14,M,Panameña,Rural,Premedia,9,Oficial,0,0,2.61,3.07,0,68.6,1,Primaria_Incompleta,1,Desertor,1,0.2693
E003853,2020,15,F,Panameña,Rural,Media,10,Oficial,1,0,1.69,1.19,3,56.7,3,Universidad,1,Desertor,1,0.6487
E003854,2020,10,M,Panameña,Urbana,Primaria,5,Particular,0,0,4.35,4.49,0,91.0,3,Secundaria_Completa,0,Activo,0,0.0041
E003855,2020,12,M,Panameña,Urbana,Premedia,7,Oficial,0,0,3.75,3.54,0,94.1,2,Secundaria_Completa,0,Activo,0,0.0073
E003856,2020,7,M,Panameña,Urbana,Primaria,1,Oficial,0,1,3.74,3.86,0,82.0,1,Universidad,0,Desertor,1,0.0213
E003857,2020,14,M,Panameña,Urbana,Premedia,7,Oficial,0,2,3.99,3.16,1,62.1,1,Primaria_Completa,1,Activo,0,0.4133
E003858,2020,12,F,Panameña,Urbana,Premedia,7,Oficial,0,0,2.89,2.79,2,77.9,1,Secundaria_Incompleta,0,Activo,0,0.0765
E003859,2020,17,F,Panameña,Urbana,Media,12,Oficial,1,0,2.38,2.28,1,70.6,1,Primaria_Completa,0,Desertor,1,0.2389
E003860,2020,15,M,Panameña,Urbana,Media,10,Oficial,0,0,2.61,2.57,0,72.1,1,Secundaria_Incompleta,0,Desertor,1,0.1607
E003861,2020,14,F,Panameña,Urbana,Premedia,9,Oficial,0,0,4.34,5.0,0,89.4,3,Universidad,0,Activo,0,0.0101
E003862,2020,12,F,Panameña,Urbana,Primaria,4,Oficial,0,3,3.38,2.89,0,70.9,1,Secundaria_Incompleta,0,Desertor,1,0.1196
E003863,2020,14,M,Panameña,Urbana,Premedia,9,Oficial,1,0,2.65,2.31,0,61.4,1,Primaria_Incompleta,1,Desertor,1,0.5087
E003864,2020,16,M,Panameña,Urbana,Media,11,Oficial,0,0,4.21,4.32,0,86.8,3,Universidad,0,Activo,0,0.0189
E003865,2020,6,F,Panameña,Urbana,Primaria,1,Oficial,0,0,5.0,5.0,0,94.8,3,Universidad,0,Activo,0,0.0023
E003866,2020,7,F,Panameña,Urbana,Primaria,2,Oficial,0,0,2.98,3.09,3,77.5,2,Secundaria_Completa,0,Desertor,1,0.0382
E003867,2020,17,M,Panameña,Urbana,Media,11,Oficial,0,1,3.84,3.45,0,59.0,1,Secundaria_Incompleta,1,Desertor,1,0.5057
E003868,2020,17,M,Panameña,Urbana,Premedia,9,Oficial,0,3,3.93,3.14,0,70.6,1,Primaria_Completa,0,Desertor,1,0.2095
E003869,2020,19,F,Panameña,Urbana,Media,11,Particular,1,3,2.21,1.62,2,60.9,1,Secundaria_Completa,1,Desertor,1,0.7055
E003870,2020,13,F,Panameña,Urbana,Premedia,8,Oficial,0,0,4.38,4.83,0,62.8,1,Secundaria_Incompleta,1,Desertor,1,0.2624
E003871,2020,17,F,Panameña,Urbana,Premedia,9,Oficial,0,3,2.73,2.32,0,67.3,1,Primaria_Completa,1,Desertor,1,0.3427
E003872,2020,9,F,Panameña,Rural,Primaria,4,Oficial,0,0,2.62,2.61,0,64.1,1,Primaria_Incompleta,0,Desertor,1,0.22
E003873,2020,13,F,Panameña,Urbana,Premedia,8,Oficial,0,0,5.0,5.0,0,69.8,3,Universidad,1,Activo,0,0.095
E003874,2020,16,M,Panameña,Urbana,Media,11,Oficial,0,0,4.25,4.5,0,92.1,2,Secundaria_Completa,0,Activo,0,0.0115
E003875,2020,11,M,Panameña,Urbana,Primaria,5,Oficial,0,1,3.07,2.59,0,76.2,1,Secundaria_Completa,0,Activo,0,0.0463
E003876,2020,16,M,Panameña,Urbana,Premedia,8,Particular,0,3,3.81,4.16,1,57.6,1,Secundaria_Incompleta,1,Activo,0,0.6072
E003877,2020,17,M,Panameña,Rural,Media,12,Oficial,0,0,3.47,4.05,0,77.0,1,Secundaria_Incompleta,0,Activo,0,0.0844
E003878,2020,10,M,Panameña,Urbana,Primaria,5,Oficial,0,0,3.92,3.81,0,82.3,3,Secundaria_Completa,0,Activo,0,0.0122
E003879,2020,12,M,Panameña,Urbana,Primaria,5,Oficial,0,2,2.96,3.14,0,77.6,1,Primaria_Completa,0,Activo,0,0.0496
E003880,2020,15,M,Panameña,Urbana,Media,10,Oficial,0,0,2.4,2.74,1,57.3,1,Secundaria_Incompleta,1,Desertor,1,0.5824
E003881,2020,11,M,Panameña,Urbana,Primaria,6,Oficial,0,0,2.85,2.96,0,78.0,1,Secundaria_Incompleta,0,Activo,0,0.0315
E003882,2020,8,M,Panameña,Urbana,Primaria,3,Oficial,0,0,2.5,2.36,2,66.6,1,Secundaria_Incompleta,0,Activo,0,0.1417
E003883,2020,13,M,Panameña,Urbana,Primaria,6,Oficial,0,2,2.9,3.13,2,74.7,1,Secundaria_Incompleta,0,Desertor,1,0.084
