edad,genero,zona_residencia,nivel,grado,tipo_escuela,veces_repitio_grado,sobre_edad,promedio_actual,promedio_anterior,materias_reprobadas,porcentaje_asistencia,tercil_socioeconomico,nivel_educacion_padres,trabaja_estudiante
17,M,Urbana,Media,12,Oficial,0,0,3.36,2.53,0,64.8,1,Primaria_Completa,0
13,M,Urbana,Premedia,8,Oficial,2,0,2.71,2.42,0,92.6,2,Universidad,0
6,M,Rural,Primaria,1,Oficial,0,0,4.73,4.46,0,90.2,3,Universidad,0
11,M,Urbana,Primaria,6,Oficial,0,0,5.0,4.96,0,86.6,2,Universidad,0
6,M,Urbana,Primaria,1,Oficial,0,0,3.4,3.26,0,79.9,1,Secundaria_Incompleta,0
13,F,Urbana,Premedia,8,Oficial,0,0,3.94,3.84,0,85.4,2,Secundaria_Completa,0
10,M,Rural,Primaria,3,Oficial,0,2,1.69,1.78,2,67.3,1,Secundaria_Incompleta,0
8,F,Rural,Primaria,3,Particular,0,0,3.76,3.71,0,71.2,1,Secundaria_Incompleta,0
14,M,Urbana,Primaria,6,Oficial,1,3,2.41,2.21,1,52.4,1,Secundaria_Completa,1
15,M,Urbana,Premedia,8,Particular,0,2,2.85,3.1,1,59.1,1,Secundaria_Incompleta,1
6,F,Urbana,Primaria,1,Oficial,0,0,3.62,2.9,0,78.9,2,Primaria_Completa,0
17,M,Rural,Premedia,9,Oficial,2,3,2.76,1.85,0,81.5,2,Primaria_Completa,0
14,M,Urbana,Primaria,6,Oficial,0,3,3.59,3.45,0,57.1,1,Secundaria_Incompleta,1
6,M,Rural,Primaria,1,Oficial,0,0,4.72,5.0,0,89.5,3,Universidad,0
7,M,Urbana,Primaria,2,Oficial,0,0,2.93,2.71,0,68.4,1,Secundaria_Incompleta,1
7,F,Urbana,Primaria,1,Oficial,0,1,2.95,3.36,0,77.2,1,Secundaria_Incompleta,0
16,M,Urbana,Media,10,Oficial,0,1,3.72,3.31,0,72.8,2,Universidad,1
8,M,Rural,Primaria,2,Oficial,0,1,4.01,3.57,0,79.9,1,Secundaria_Completa,0
15,F,Urbana,Media,10,Oficial,0,0,3.18,3.25,0,69.1,1,Primaria_Completa,1
16,M,Urbana,Media,11,Oficial,0,0,2.84,2.46,1,74.9,1,Primaria_Completa,0
12,M,Rural,Premedia,7,Oficial,0,0,3.12,3.19,0,63.4,1,Primaria_Completa,1
8,M,Urbana,Primaria,3,Oficial,0,0,3.88,3.89,0,71.9,1,Primaria_Completa,0
15,F,Urbana,Media,10,Oficial,0,0,4.58,4.77,0,83.3,2,Secundaria_Incompleta,0
10,F,Urbana,Primaria,2,Oficial,0,3,2.93,2.22,3,97.0,2,Primaria_Completa,0
9,M,Urbana,Primaria,4,Particular,0,0,3.45,3.99,3,70.2,1,Primaria_Completa,0
8,F,Urbana,Primaria,3,Oficial,1,0,3.35,2.33,0,69.7,1,Primaria_Incompleta,0
6,M,Urbana,Primaria,1,Oficial,0,0,4.45,4.42,0,91.6,2,Universidad,0
9,F,Urbana,Primaria,1,Oficial,2,3,2.82,2.47,3,92.8,2,Universidad,0
17,M,Urbana,Premedia,9,Oficial,1,3,2.17,1.94,2,56.1,1,Secundaria_Incompleta,1
6,M,Urbana,Primaria,1,Oficial,0,0,3.62,2.58,0,70.6,1,Secundaria_Incompleta,0
17,F,Urbana,Media,12,Oficial,0,0,4.64,3.63,1,61.1,1,Secundaria_Completa,1
14,M,Urbana,Premedia,8,Particular,2,1,2.24,2.07,0,69.4,1,Secundaria_Completa,0
14,F,Urbana,Premedia,9,Oficial,0,0,3.42,3.46,0,82.7,3,Universidad,0
9,M,Rural,Primaria,4,Oficial,0,0,4.17,3.65,0,90.5,3,Universidad,0
15,F,Urbana,Media,10,Oficial,0,0,2.07,2.69,0,54.1,1,Secundaria_Incompleta,1
12,M,Urbana,Premedia,7,Oficial,0,0,3.01,2.99,0,71.7,1,Secundaria_Incompleta,0
6,F,Rural,Primaria,1,Particular,0,0,5.0,4.38,0,88.6,2,Secundaria_Completa,0
19,M,Urbana,Media,11,Oficial,0,3,3.6,3.16,1,86.0,2,Secundaria_Completa,0
15,M,Urbana,Media,10,Oficial,0,0,3.51,3.62,0,64.0,1,Universidad,1
16,M,Rural,Media,11,Particular,0,0,4.0,4.76,0,86.4,3,Universidad,0
16,M,Urbana,Media,11,Oficial,0,0,4.28,3.83,0,80.4,2,Secundaria_Incompleta,0
9,F,Urbana,Primaria,4,Particular,0,0,4.72,4.64,0,88.5,3,Universidad,0
15,M,Rural,Premedia,9,Oficial,0,1,4.95,4.38,0,99.2,3,Universidad,0
14,F,Rural,Premedia,9,Oficial,0,0,3.12,2.85,1,75.4,1,Universidad,1
7,M,Urbana,Primaria,2,Particular,2,0,2.25,2.27,2,73.0,1,Secundaria_Completa,0
16,M,Urbana,Media,11,Oficial,0,0,4.12,4.21,0,80.5,1,Secundaria_Completa,0
16,F,Urbana,Premedia,9,Oficial,0,2,3.71,2.71,0,80.5,1,Secundaria_Incompleta,0
17,F,Urbana,Premedia,9,Oficial,0,3,3.89,3.86,0,95.3,3,Universidad,0
15,F,Urbana,Media,10,Oficial,0,0,2.7,2.99,3,73.0,1,Primaria_Completa,0
12,F,Urbana,Premedia,7,Particular,0,0,3.55,3.61,0,89.8,2,Secundaria_Incompleta,0
14,M,Urbana,Premedia,9,Oficial,0,0,4.14,4.64,0,87.3,2,Secundaria_Completa,0
9,F,Rural,Primaria,4,Particular,0,0,2.95,2.5,3,73.1,1,Secundaria_Incompleta,0
16,F,Urbana,Media,11,Oficial,0,0,3.44,3.83,0,78.5,1,Secundaria_Incompleta,0
14,M,Urbana,Premedia,9,Particular,2,0,2.33,2.23,2,72.7,1,Secundaria_Completa,0
13,M,Rural,Premedia,8,Oficial,0,0,3.48,3.29,0,57.5,1,Primaria_Completa,1
7,F,Urbana,Primaria,1,Oficial,0,1,3.5,3.19,0,75.4,1,Secundaria_Incompleta,0
18,M,Urbana,Media,11,Particular,0,2,4.44,3.98,0,89.9,2,Secundaria_Completa,0
16,M,Urbana,Media,11,Oficial,0,0,2.46,2.64,0,67.4,1,Primaria_Completa,0
12,F,Urbana,Premedia,7,Oficial,0,0,2.4,2.1,2,64.5,1,Primaria_Completa,0
12,M,Rural,Premedia,7,Oficial,2,0,1.4,1.61,2,75.4,1,Secundaria_Completa,0
10,M,Rural,Primaria,4,Oficial,2,1,2.74,2.36,0,74.7,1,Primaria_Incompleta,0
16,F,Urbana,Media,11,Oficial,0,0,4.3,4.34,0,82.5,2,Secundaria_Completa,0
14,M,Urbana,Premedia,9,Oficial,0,0,3.4,3.55,1,83.2,3,Secundaria_Completa,0
9,M,Urbana,Primaria,4,Particular,0,0,3.84,4.45,3,80.7,2,Secundaria_Incompleta,0
13,M,Urbana,Premedia,8,Particular,0,0,2.32,2.41,3,57.4,1,Primaria_Completa,0
15,F,Rural,Premedia,7,Oficial,0,3,3.89,4.19,0,86.7,1,Universidad,0
12,F,Urbana,Premedia,7,Oficial,0,0,3.72,4.19,0,85.0,2,Universidad,0
11,F,Rural,Primaria,5,Oficial,0,1,2.28,2.13,3,68.3,1,Secundaria_Incompleta,0
9,M,Urbana,Primaria,3,Particular,0,1,2.81,2.39,3,79.5,1,Secundaria_Incompleta,0
10,M,Urbana,Primaria,2,Particular,0,3,3.02,3.16,0,74.8,1,Secundaria_Incompleta,0
7,F,Urbana,Primaria,2,Oficial,2,0,2.08,1.9,3,78.7,1,Primaria_Completa,0
7,F,Urbana,Primaria,1,Oficial,0,1,2.84,2.69,0,74.0,1,Secundaria_Incompleta,0
10,F,Rural,Primaria,5,Oficial,0,0,3.43,4.1,0,72.8,1,Secundaria_Completa,0
9,F,Rural,Primaria,4,Oficial,0,0,3.6,3.65,0,67.5,1,Primaria_Incompleta,1
17,F,Urbana,Media,11,Oficial,2,1,2.54,2.42,1,73.5,1,Secundaria_Incompleta,0
7,F,Urbana,Primaria,2,Oficial,0,0,3.75,3.86,0,68.7,1,Secundaria_Completa,0
13,F,Rural,Premedia,8,Particular,1,0,2.25,2.05,0,72.0,1,Primaria_Completa,0
18,F,Urbana,Media,10,Oficial,0,3,3.26,3.43,0,77.3,1,Secundaria_Incompleta,0
12,M,Urbana,Premedia,7,Particular,0,0,3.2,2.81,3,72.3,1,Secundaria_Incompleta,0
13,F,Urbana,Premedia,8,Oficial,0,0,3.54,3.16,0,93.3,2,Universidad,0
17,M,Urbana,Media,12,Oficial,0,0,4.06,3.92,0,83.3,3,Secundaria_Completa,0
14,M,Urbana,Premedia,9,Oficial,1,0,3.14,1.98,0,88.6,2,Universidad,0
10,M,Urbana,Primaria,5,Oficial,0,0,3.84,4.03,0,86.3,3,Universidad,0
13,F,Urbana,Premedia,8,Oficial,0,0,3.74,3.87,0,73.1,1,Secundaria_Incompleta,0
17,F,Rural,Media,12,Oficial,3,0,2.41,1.85,3,59.7,1,Secundaria_Incompleta,1
7,F,Rural,Primaria,2,Oficial,0,0,4.4,4.24,0,87.6,2,Secundaria_Completa,0
8,F,Urbana,Primaria,3,Oficial,0,0,4.58,5.0,1,85.9,2,Universidad,0
15,F,Urbana,Media,10,Oficial,0,0,3.81,3.36,0,60.6,1,Secundaria_Incompleta,1
19,F,Urbana,Media,11,Oficial,0,3,4.92,5.0,2,72.4,3,Universidad,1
16,F,Rural,Media,11,Oficial,0,0,3.26,3.1,0,75.3,2,Secundaria_Incompleta,0
11,F,Urbana,Primaria,6,Oficial,0,0,4.17,4.59,0,64.3,1,Secundaria_Incompleta,0
16,M,Urbana,Media,10,Oficial,0,1,3.27,3.58,0,66.4,1,Primaria_Completa,1
11,M,Urbana,Primaria,6,Oficial,0,0,3.53,3.51,0,87.2,2,Secundaria_Completa,0
13,F,Urbana,Premedia,8,Particular,0,0,3.41,3.31,0,80.7,1,Secundaria_Incompleta,0
17,M,Urbana,Media,10,Oficial,0,2,2.95,2.94,0,74.9,1,Secundaria_Incompleta,0
7,M,Urbana,Primaria,2,Particular,0,0,5.0,5.0,0,88.8,3,Universidad,0
13,M,Urbana,Premedia,8,Oficial,0,0,2.3,2.62,0,64.4,1,Secundaria_Completa,0
8,F,Urbana,Primaria,3,Oficial,0,0,4.29,4.59,0,81.3,2,Secundaria_Completa,0
13,F,Urbana,Premedia,8,Oficial,0,0,3.11,3.35,0,84.4,3,Universidad,0
6,M,Urbana,Primaria,1,Particular,0,0,1.52,1.85,1,74.0,1,Secundaria_Incompleta,0
12,M,Urbana,Premedia,7,Oficial,0,0,4.59,4.95,0,85.1,2,Secundaria_Incompleta,0
16,M,Rural,Media,11,Oficial,0,0,2.75,2.87,3,57.0,1,Secundaria_Completa,1
15,M,Urbana,Media,10,Particular,0,0,4.12,3.36,1,94.9,3,Universidad,0
8,F,Urbana,Primaria,3,Oficial,0,0,3.56,3.28,0,77.0,1,Universidad,0
6,F,Urbana,Primaria,1,Oficial,0,0,1.34,1.08,2,55.3,1,Primaria_Incompleta,0
10,M,Rural,Primaria,5,Oficial,0,0,3.57,4.21,1,85.6,2,Secundaria_Incompleta,0
15,M,Urbana,Premedia,9,Oficial,1,1,2.73,1.94,3,79.6,1,Secundaria_Completa,0
6,M,Urbana,Primaria,1,Oficial,0,0,5.0,4.75,0,86.2,2,Secundaria_Incompleta,0
17,F,Urbana,Premedia,9,Particular,0,3,3.83,3.47,0,69.9,2,Secundaria_Completa,1
8,M,Rural,Primaria,3,Particular,0,0,4.16,4.25,0,67.9,3,Universidad,1
10,F,Urbana,Primaria,5,Oficial,0,0,4.1,4.52,0,91.4,3,Universidad,0
11,F,Urbana,Primaria,5,Oficial,0,1,3.29,3.67,0,77.1,1,Secundaria_Incompleta,0
12,M,Urbana,Premedia,7,Oficial,2,0,2.8,1.94,2,72.8,1,Secundaria_Completa,0
6,M,Urbana,Primaria,1,Oficial,0,0,4.04,4.71,0,83.9,3,Secundaria_Completa,0
14,F,Urbana,Premedia,9,Particular,0,0,2.71,1.91,0,61.8,1,Primaria_Completa,1
8,M,Urbana,Primaria,2,Oficial,0,1,1.43,1.96,1,66.7,1,Primaria_Completa,0
15,M,Rural,Premedia,9,Oficial,2,1,2.09,2.15,2,58.4,1,Primaria_Completa,1
7,F,Rural,Primaria,2,Oficial,0,0,3.92,3.86,1,74.1,1,Secundaria_Incompleta,0
14,M,Rural,Premedia,9,Oficial,0,0,4.28,4.26,0,64.9,1,Secundaria_Incompleta,1
6,M,Rural,Primaria,1,Oficial,2,0,2.1,2.12,1,74.1,2,Secundaria_Incompleta,0
13,F,Urbana,Premedia,8,Particular,0,0,3.53,3.31,0,80.7,1,Primaria_Incompleta,0
13,M,Rural,Premedia,8,Oficial,0,0,3.95,4.03,0,89.0,2,Universidad,0
15,M,Rural,Media,10,Oficial,0,0,2.59,3.09,0,75.1,1,Secundaria_Incompleta,0
17,F,Rural,Media,12,Particular,0,0,2.88,3.23,0,75.3,1,Secundaria_Incompleta,0
11,F,Rural,Primaria,4,Oficial,0,2,4.1,4.45,0,70.9,1,Secundaria_Completa,0
8,F,Urbana,Primaria,2,Oficial,2,1,2.65,1.9,0,86.3,2,Secundaria_Completa,0
16,M,Urbana,Premedia,9,Oficial,0,2,2.83,3.38,0,58.3,1,Secundaria_Completa,1
15,F,Urbana,Media,10,Oficial,0,0,2.94,2.93,0,64.7,1,Universidad,1
10,M,Urbana,Primaria,5,Oficial,0,0,3.4,3.66,2,80.6,2,Secundaria_Incompleta,0
10,F,Rural,Primaria,5,Oficial,0,0,4.76,5.0,0,85.4,2,Universidad,0
8,M,Urbana,Primaria,3,Oficial,0,0,2.91,3.4,1,70.0,1,Primaria_Completa,0
15,M,Urbana,Media,10,Oficial,0,0,3.85,4.56,0,87.5,2,Universidad,0
13,F,Rural,Premedia,7,Oficial,0,1,3.87,3.43,0,72.1,1,Secundaria_Incompleta,0
15,F,Urbana,Media,10,Oficial,0,0,3.69,4.41,3,76.6,1,Secundaria_Completa,0
12,M,Rural,Primaria,6,Oficial,3,1,2.76,2.44,2,65.9,1,Secundaria_Incompleta,0
7,M,Urbana,Primaria,2,Oficial,0,0,2.74,2.59,0,73.1,1,Primaria_Completa,0
10,M,Urbana,Primaria,5,Oficial,0,0,3.91,3.79,0,85.5,3,Secundaria_Completa,0
19,F,Urbana,Media,12,Oficial,0,2,2.81,2.96,0,72.8,1,Secundaria_Incompleta,0
13,F,Urbana,Premedia,8,Oficial,0,0,4.9,5.0,0,80.5,2,Secundaria_Incompleta,0
13,M,Rural,Premedia,8,Oficial,0,0,4.25,4.33,0,95.5,3,Secundaria_Completa,0
11,F,Urbana,Primaria,6,Particular,0,0,4.42,4.72,3,76.6,3,Universidad,1
6,M,Urbana,Primaria,1,Oficial,0,0,3.48,3.58,0,77.7,1,Primaria_Completa,1
14,M,Rural,Premedia,9,Oficial,0,0,3.16,3.29,0,60.4,1,Secundaria_Incompleta,1
11,F,Urbana,Primaria,6,Oficial,0,0,2.93,2.59,2,94.8,2,Secundaria_Incompleta,0
16,F,Rural,Media,11,Oficial,0,0,3.18,3.79,0,57.4,1,Secundaria_Incompleta,1
12,F,Urbana,Premedia,7,Oficial,0,0,5.0,5.0,0,87.0,3,Universidad,0
16,M,Urbana,Media,10,Oficial,0,1,2.57,3.01,0,80.1,1,Primaria_Completa,0
8,F,Urbana,Primaria,3,Oficial,0,0,3.71,3.67,0,88.8,2,Secundaria_Completa,0
7,M,Urbana,Primaria,2,Oficial,0,0,5.0,4.71,0,81.1,3,Universidad,0
17,M,Rural,Media,12,Oficial,2,0,2.53,2.38,0,79.9,1,Primaria_Incompleta,0
8,M,Urbana,Primaria,3,Oficial,0,0,1.65,1.83,0,62.8,1,Secundaria_Incompleta,0
6,M,Urbana,Primaria,1,Oficial,0,0,4.48,4.08,0,78.6,2,Universidad,1
17,M,Urbana,Media,10,Oficial,0,2,2.08,1.53,3,57.9,1,Primaria_Completa,1
12,F,Rural,Premedia,7,Oficial,0,0,3.79,3.89,0,89.4,3,Universidad,0
10,M,Urbana,Primaria,5,Particular,0,0,4.68,4.74,0,93.1,3,Universidad,0
15,M,Urbana,Premedia,8,Oficial,0,2,3.34,2.9,0,78.2,1,Primaria_Incompleta,0
15,F,Rural,Media,10,Oficial,0,0,4.29,4.45,0,82.9,2,Secundaria_Completa,0
6,M,Urbana,Primaria,1,Oficial,0,0,3.77,3.8,0,80.4,1,Primaria_Incompleta,0
12,F,Rural,Premedia,7,Oficial,0,0,3.14,3.43,0,76.1,1,Secundaria_Completa,0
13,M,Urbana,Premedia,8,Oficial,0,0,2.83,2.75,2,72.8,1,Secundaria_Incompleta,0
17,F,Urbana,Media,12,Particular,2,0,1.84,2.07,3,71.2,1,Secundaria_Incompleta,0
16,M,Urbana,Media,11,Oficial,0,0,4.66,4.45,0,79.9,3,Universidad,1
8,F,Urbana,Primaria,3,Particular,0,0,3.28,3.05,0,91.7,3,Secundaria_Completa,0
17,F,Urbana,Media,12,Oficial,0,0,2.88,3.19,0,52.1,1,Secundaria_Incompleta,1
17,F,Urbana,Media,10,Oficial,0,2,3.99,4.15,0,70.4,2,Universidad,1
16,F,Urbana,Media,11,Oficial,2,0,2.49,2.22,0,76.6,1,Secundaria_Incompleta,0
19,M,Urbana,Media,11,Oficial,0,3,2.74,3.18,2,55.4,1,Primaria_Completa,1
12,F,Rural,Premedia,7,Oficial,0,0,2.79,2.97,0,86.4,1,Primaria_Completa,0
14,M,Rural,Premedia,9,Oficial,0,0,3.5,4.47,0,88.8,2,Secundaria_Completa,0
15,F,Urbana,Premedia,9,Oficial,0,1,3.1,3.45,0,65.2,1,Primaria_Completa,1
12,M,Urbana,Premedia,7,Particular,0,0,4.45,4.07,0,83.5,2,Secundaria_Incompleta,0
15,M,Rural,Media,10,Oficial,0,0,2.92,2.75,1,60.9,1,Primaria_Completa,1
14,F,Rural,Premedia,8,Oficial,0,1,3.99,3.67,0,64.9,1,Secundaria_Incompleta,1
12,F,Urbana,Premedia,7,Oficial,2,0,2.26,1.52,3,78.2,1,Secundaria_Completa,0
10,M,Urbana,Primaria,5,Oficial,0,0,3.31,3.34,0,67.4,1,Primaria_Completa,0
13,F,Urbana,Primaria,5,Oficial,0,3,3.57,3.39,0,72.0,1,Secundaria_Incompleta,0
10,F,Urbana,Primaria,5,Oficial,0,0,4.83,4.8,3,85.4,3,Secundaria_Completa,0
14,M,Urbana,Premedia,9,Oficial,0,0,3.1,3.97,0,89.1,2,Universidad,1
7,M,Urbana,Primaria,2,Oficial,0,0,3.21,2.75,0,84.0,2,Primaria_Completa,0
10,M,Rural,Primaria,5,Particular,0,0,4.92,5.0,0,94.3,3,Universidad,0
14,F,Urbana,Premedia,9,Oficial,1,0,3.0,2.36,1,81.4,1,Secundaria_Incompleta,0
15,F,Urbana,Media,10,Oficial,2,0,1.97,2.39,2,65.6,1,Primaria_Completa,1
14,F,Rural,Premedia,9,Oficial,1,0,2.82,2.11,0,80.9,1,Secundaria_Completa,0
13,F,Rural,Premedia,8,Oficial,0,0,4.14,3.82,3,84.4,2,Secundaria_Completa,0
9,F,Urbana,Primaria,2,Oficial,1,2,2.49,2.09,0,53.5,1,Primaria_Completa,1
15,F,Urbana,Premedia,7,Oficial,1,3,1.63,1.49,0,62.8,1,Secundaria_Incompleta,1
17,M,Urbana,Media,12,Oficial,1,0,2.03,2.15,3,56.2,1,Primaria_Incompleta,0
16,M,Urbana,Media,11,Particular,0,0,2.32,2.66,2,57.2,1,Primaria_Incompleta,1
17,M,Urbana,Media,10,Oficial,0,2,3.77,3.54,0,65.6,1,Primaria_Completa,1
6,F,Urbana,Primaria,1,Oficial,0,0,3.96,3.17,0,71.5,1,Secundaria_Incompleta,0
7,M,Urbana,Primaria,2,Oficial,0,0,4.13,3.99,0,70.3,1,Secundaria_Incompleta,0
13,M,Urbana,Premedia,8,Oficial,2,0,2.39,2.22,0,65.6,1,Secundaria_Incompleta,0
9,M,Urbana,Primaria,4,Oficial,0,0,3.02,3.23,0,69.1,1,Primaria_Completa,1
15,F,Urbana,Premedia,8,Oficial,0,2,3.42,3.44,0,60.6,1,Primaria_Completa,1
9,F,Urbana,Primaria,4,Oficial,0,0,2.3,2.1,1,65.8,1,Secundaria_Incompleta,0
16,M,Urbana,Premedia,9,Oficial,0,2,3.53,3.66,0,77.1,1,Secundaria_Incompleta,0
13,M,Urbana,Premedia,8,Oficial,0,0,3.82,3.54,0,84.8,3,Universidad,0
13,M,Urbana,Premedia,7,Oficial,1,1,2.93,2.47,0,68.1,1,Secundaria_Incompleta,0
7,F,Urbana,Primaria,2,Oficial,0,0,3.19,2.76,0,77.3,2,Secundaria_Incompleta,0
15,M,Urbana,Media,10,Particular,0,0,4.48,4.46,2,94.6,3,Universidad,0
13,M,Urbana,Premedia,8,Oficial,0,0,3.54,4.4,0,82.4,2,Secundaria_Incompleta,0
15,M,Urbana,Media,10,Oficial,0,0,4.79,4.76,0,69.8,2,Secundaria_Completa,1
9,F,Rural,Primaria,4,Particular,0,0,4.29,4.21,3,100.0,2,Secundaria_Completa,0
12,F,Urbana,Premedia,7,Oficial,0,0,4.78,4.27,0,90.3,3,Secundaria_Completa,0
9,F,Rural,Primaria,4,Oficial,0,0,3.29,2.9,0,78.9,1,Secundaria_Incompleta,0
6,F,Urbana,Primaria,1,Particular,0,0,4.76,5.0,0,80.2,3,Universidad,0
15,F,Urbana,Media,10,Oficial,0,0,3.76,4.05,0,82.6,2,Universidad,0
13,M,Urbana,Premedia,8,Oficial,0,0,4.45,4.77,0,70.2,2,Universidad,0
15,M,Urbana,Premedia,7,Oficial,0,3,4.03,4.05,0,59.2,1,Primaria_Completa,1
11,F,Urbana,Primaria,6,Oficial,0,0,3.15,3.14,0,82.3,2,Secundaria_Completa,0
13,M,Rural,Premedia,8,Oficial,0,0,4.3,3.99,0,90.6,2,Secundaria_Incompleta,0
12,F,Urbana,Premedia,7,Oficial,0,0,2.87,2.77,0,94.9,2,Secundaria_Incompleta,0
6,M,Urbana,Primaria,1,Oficial,0,0,3.32,3.84,0,89.9,2,Secundaria_Incompleta,0
9,M,Urbana,Primaria,4,Particular,0,0,2.49,2.11,3,72.5,1,Secundaria_Incompleta,0
6,F,Rural,Primaria,1,Particular,0,0,4.66,5.0,0,84.5,2,Secundaria_Completa,0
13,M,Urbana,Premedia,8,Particular,0,0,4.23,4.66,0,89.9,2,Secundaria_Completa,0
16,F,Rural,Media,11,Oficial,0,0,2.91,3.06,2,87.1,2,Secundaria_Incompleta,0
6,M,Rural,Primaria,1,Oficial,0,0,4.23,4.4,0,78.9,2,Secundaria_Completa,0
7,M,Urbana,Primaria,2,Oficial,0,0,2.94,3.34,0,81.2,2,Secundaria_Completa,0
15,M,Urbana,Media,10,Oficial,0,0,2.91,3.42,2,61.0,1,Secundaria_Incompleta,1
12,F,Urbana,Premedia,7,Oficial,0,0,3.11,3.08,0,62.1,1,Secundaria_Incompleta,0
17,M,Rural,Media,12,Oficial,0,0,2.78,2.1,1,74.3,1,Secundaria_Completa,0
9,M,Rural,Primaria,4,Oficial,0,0,4.2,5.0,0,85.9,3,Universidad,0
15,F,Urbana,Media,10,Particular,0,0,2.85,3.27,2,74.2,1,Secundaria_Completa,0
11,M,Rural,Primaria,6,Oficial,0,0,3.0,2.83,0,62.3,1,Primaria_Completa,0
19,M,Urbana,Media,11,Oficial,0,3,4.22,4.66,0,82.0,2,Secundaria_Completa,0
11,M,Urbana,Primaria,6,Oficial,0,0,3.93,4.03,0,89.2,3,Universidad,0
13,F,Urbana,Premedia,8,Oficial,0,0,4.2,4.56,0,85.6,2,Secundaria_Incompleta,0
12,M,Rural,Premedia,7,Oficial,0,0,4.86,4.58,0,88.3,3,Universidad,0
10,F,Urbana,Primaria,4,Oficial,0,1,3.19,2.71,0,70.1,1,Secundaria_Incompleta,0
11,M,Urbana,Primaria,5,Oficial,0,1,3.58,2.54,0,61.1,1,Secundaria_Incompleta,1
8,M,Urbana,Primaria,3,Oficial,0,0,2.83,3.42,0,53.9,1,Secundaria_Incompleta,1
10,F,Urbana,Primaria,4,Oficial,0,1,3.07,3.3,0,81.7,1,Secundaria_Incompleta,0
14,F,Rural,Premedia,9,Oficial,0,0,5.0,4.93,0,85.6,3,Universidad,0
17,M,Urbana,Premedia,9,Oficial,0,3,3.61,3.77,0,71.0,1,Secundaria_Incompleta,0
12,F,Urbana,Premedia,7,Oficial,0,0,2.97,3.19,0,79.7,1,Secundaria_Incompleta,0
12,F,Urbana,Premedia,7,Oficial,0,0,2.81,2.64,0,72.4,1,Secundaria_Incompleta,0
12,M,Urbana,Premedia,7,Particular,0,0,3.65,3.86,0,87.8,3,Universidad,0
13,F,Rural,Premedia,7,Particular,0,1,3.65,3.38,0,71.6,1,Primaria_Completa,0
14,M,Urbana,Premedia,9,Particular,2,0,2.48,2.47,2,67.2,2,Secundaria_Incompleta,1
17,M,Urbana,Media,12,Oficial,0,0,2.24,2.25,1,57.9,1,Primaria_Completa,1
14,F,Rural,Premedia,9,Particular,0,0,1.92,2.21,0,65.8,1,Primaria_Completa,0
19,F,Rural,Media,12,Oficial,0,2,2.77,2.88,3,53.7,1,Secundaria_Incompleta,1
7,M,Urbana,Primaria,2,Oficial,0,0,3.81,3.93,0,69.8,1,Secundaria_Incompleta,0
9,F,Urbana,Primaria,4,Oficial,0,0,4.03,3.92,0,91.4,2,Universidad,0
17,F,Urbana,Media,12,Particular,0,0,3.88,3.19,0,78.9,3,Secundaria_Completa,0
12,F,Urbana,Premedia,7,Oficial,0,0,5.0,4.81,0,71.9,3,Secundaria_Completa,1
17,F,Rural,Media,12,Oficial,0,0,4.88,4.51,0,67.4,2,Secundaria_Completa,1
17,F,Urbana,Media,10,Particular,0,2,4.82,5.0,1,84.9,3,Universidad,0
16,M,Urbana,Media,10,Oficial,0,1,1.72,1.79,2,67.3,1,Primaria_Incompleta,0
15,M,Urbana,Premedia,9,Oficial,0,1,3.34,3.2,0,61.6,1,Secundaria_Incompleta,1
11,F,Rural,Primaria,4,Oficial,0,2,3.78,3.77,0,81.0,1,Primaria_Completa,0
20,F,Urbana,Media,12,Oficial,0,3,3.17,3.29,0,71.4,1,Secundaria_Incompleta,0
15,M,Rural,Media,10,Oficial,0,0,3.44,3.48,0,74.6,1,Secundaria_Incompleta,0
15,M,Urbana,Media,10,Oficial,0,0,3.2,3.29,3,62.0,1,Secundaria_Incompleta,1
14,M,Urbana,Primaria,6,Oficial,0,3,2.76,2.72,3,81.7,1,Primaria_Completa,0
6,F,Urbana,Primaria,1,Oficial,0,0,2.16,2.58,3,71.0,1,Secundaria_Incompleta,0
9,F,Urbana,Primaria,4,Oficial,0,0,2.96,2.96,0,81.8,1,Secundaria_Incompleta,0
18,F,Rural,Media,11,Oficial,0,2,3.13,3.98,0,61.4,1,Secundaria_Incompleta,1
15,M,Rural,Premedia,7,Oficial,0,3,3.55,4.27,0,63.9,1,Secundaria_Incompleta,1
11,M,Urbana,Primaria,4,Oficial,0,2,1.85,1.86,2,60.3,1,Primaria_Completa,0
15,M,Rural,Media,10,Oficial,0,0,3.21,4.03,2,64.9,1,Secundaria_Completa,1
13,F,Urbana,Premedia,8,Particular,0,0,4.08,4.04,0,91.5,2,Universidad,0
11,F,Urbana,Primaria,6,Oficial,2,0,1.74,2.15,0,60.4,1,Secundaria_Incompleta,0
13,M,Rural,Premedia,8,Oficial,0,0,2.75,2.97,0,71.5,1,Secundaria_Incompleta,0
10,F,Rural,Primaria,5,Oficial,0,0,3.97,3.99,0,75.3,1,Primaria_Completa,0
8,M,Rural,Primaria,2,Oficial,0,1,2.24,2.33,3,75.5,1,Primaria_Completa,0
16,M,Urbana,Media,11,Particular,0,0,4.66,5.0,0,93.4,3,Secundaria_Completa,0
9,M,Urbana,Primaria,4,Particular,0,0,4.11,4.37,0,86.1,3,Universidad,0
